103.131.71.47 - - [20/Nov/2024:00:13:54 +0000] "GET /robots.txt HTTP/1.1" 301 525 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)"
77.75.73.26 - - [20/Nov/2024:00:47:29 +0000] "GET /robots.txt HTTP/1.1" 200 4612 "-" "Mozilla/5.0 (compatible; SeznamBot/4.0; +http://napoveda.seznam.cz/seznambot-intro/)"
77.75.73.26 - - [20/Nov/2024:00:47:32 +0000] "GET /sitemap.xml HTTP/1.1" 200 2521 "-" "Mozilla/5.0 (compatible; SeznamBot/4.0; +http://napoveda.seznam.cz/seznambot-intro/)"
157.55.39.62 - - [20/Nov/2024:00:48:41 +0000] "GET /sitemap.xml HTTP/2.0" 200 2166 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
173.199.118.250 - - [20/Nov/2024:00:49:18 +0000] "GET / HTTP/1.1" 200 12986 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
108.61.89.91 - - [20/Nov/2024:00:49:19 +0000] "GET /download HTTP/1.1" 200 7156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
108.61.89.91 - - [20/Nov/2024:00:49:19 +0000] "HEAD /download/previos-versions-of-vmfs-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:19 +0000] "GET /order HTTP/1.1" 200 4727 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
51.222.253.3 - - [20/Nov/2024:00:49:20 +0000] "GET /articles/2013/11/19/recovering-data-from-on-line-vmware-esx-and-vsphere-servers HTTP/2.0" 200 3830 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "GET /blog HTTP/1.1" 200 12369 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/2024/08/28/resolving-vmware-esx-server-datastore-detection-issues-after-power-outage HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
173.199.118.250 - - [20/Nov/2024:00:49:20 +0000] "HEAD /vmfs_recovery.exe HTTP/1.1" 301 241 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/2024/06/28/vmdk-recovery-tool HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/2023/10/16/vmfs-recovery-basics-methodology-and-possible-approaches HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/2021/10/18/vmfs-recovery-v-10-1-3-list-of-changes HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/how-to-recover-missed-vmdk-descriptor-file HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:20 +0000] "HEAD /articles/how-to-recover-missed-vmdk-descriptor-file HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2020/02/06/how-to-recover-missed-vmdk-descriptor-file HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2019/12/11/anonymous-usage-statistics-and-bug-reports-in-vmfs-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2019/09/18/big-update-of-vmfs-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2019/08/21/esx-error-inaccessible-virtual-machines-also-known-as-unknown-vm-issue HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /download HTTP/1.1" 301 232 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2019/01/29/vmfs-recovery-4-4-2-released HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2019/01/28/a-guide-on-raid-5-recovery-with-two-missing-drives HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/12/25/x-mas-release HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/11/20/black-friday-vmfs-recovery-discount HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/10/04/vmfs-recovery-issue-detected HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/09/27/new-faq-section-about-common-issues-with-esx-server HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/09/11/new-release-of-vmfs-recovery-4-1-3 HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2018/06/18/vmfs-recovery-coupon-discount2 HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2017/12/20/vmfs-recovery-coupon-discount HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /vmfs_recovery.exe HTTP/1.1" 301 240 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2017/08/16/vmfs-6 HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:21 +0000] "HEAD /articles/2017/02/07/raid-z-and-zfs-support HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2017/01/24/linux-dd-utility-on-windows HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2016/09/14/data-recovery-methods-advantages-and-drawbacks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2016/06/25/xfs-support HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2016/05/18/recovering-datastores-from-nfs-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2016/03/31/new-release-of-vmfs-recovery-is-comming HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2015/12/19/recovering-deleted-vmdk-file-on-the-vmfs-disk-esx-server-data-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2015/11/20/mounting-recovered-vmdk-files HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2015/10/27/how-to-preview-recovered-vmdk-files-before-purchase HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/vmfs-recovery-sftp-or-ssh-network-connection-error HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/vmfs-recovery-sftp-or-ssh-network-connection-error HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /vmfs_recovery.exe HTTP/1.1" 301 240 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2015/04/08/new-update-of-vmfs-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/12/23/vmfs-disk-types HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/11/22/whats-vmfs HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/11/22/vmfs-metadata-files HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/10/21/cannot-open-the-disk-error-in-vmware-how-to-fix-chain-of-the-vm-disk-snapshots HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/10/10/free-vmfs-reader-tool-for-windows-linux-macos HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:22 +0000] "HEAD /articles/2014/08/25/recovering-data-from-on-line-vmware-esx-and-vsphere-servers-copy HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:23 +0000] "HEAD /articles/2013/11/19/recovering-data-from-on-line-vmware-esx-and-vsphere-servers HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:23 +0000] "HEAD /articles/2013/11/05/vmware-information-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
108.61.89.91 - - [20/Nov/2024:00:49:23 +0000] "GET /services HTTP/1.1" 200 3914 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "GET /tutorials HTTP/1.1" 200 8140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/vmfs-recovery-methodology-and-usage HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/running-vmfs-recovery HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/remote-esxi-recovery-using-iscsi HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/mapping-a-vmfs-disk-to-guest-os-as-raw-device-manager-rdm-disk HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/opening-a-disk HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/scan-cache-guide-and-usage HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/additional-recovery-algorithms-recovered-files-and-unknown-files-virtual-folders HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/recovering-drives-with-damaged-partition-table HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/recovering-data-from-raid-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/recovering-data-from-raid-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:27 +0000] "HEAD /tutorials/recovering-data-from-raid-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /tutorials/recovering-data-from-raid-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /tutorials/recovering-data-from-raid-disks HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /tutorials/raid-wizard HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
45.77.96.73 - - [20/Nov/2024:00:49:28 +0000] "GET /support HTTP/1.1" 200 6566 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "GET /about HTTP/1.1" 200 6988 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /about/privacy-policy HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /about/diskinternals-vmfs-recovery-eula-end-user-license-agreement HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /about/vmfsrecover-com-legal-disclaimer HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:28 +0000] "HEAD /tutorials/raid-wizard HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/raid-constructor HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/file-systems-peculiarities HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/file-systems-peculiarities HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/file-systems-peculiarities HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/file-systems-peculiarities HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/file-systems-peculiarities HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/recover-vmdk-with-bitlocker-inside HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/saving-recovered-data HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/saving-recovered-data HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/saving-recovered-data HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
45.77.96.73 - - [20/Nov/2024:00:49:29 +0000] "GET /faq HTTP/1.1" 200 5840 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "GET / HTTP/1.1" 200 10035 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:30 +0000] "HEAD /vmfs_recovery.exe HTTP/1.1" 301 241 "-" "Java/1.8.0_332"
140.82.4.62 - - [20/Nov/2024:00:49:30 +0000] "GET /tutorials/how-to-preview-recovered-vmdk-file-before-purchase HTTP/1.1" 200 8161 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
207.148.26.182 - - [20/Nov/2024:00:49:29 +0000] "HEAD /tutorials/saving-recovered-data HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:30 +0000] "HEAD /tutorials/saving-recovered-data HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:30 +0000] "HEAD /tutorials/saving-recovered-data/thin-provisioned-disks-and-sparse-files-at-vmfs-datastores HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
207.148.26.182 - - [20/Nov/2024:00:49:30 +0000] "HEAD /glossary HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
140.82.4.62 - - [20/Nov/2024:00:49:31 +0000] "GET /tutorials/recover-data-from-infected-vmdk-files-with-vmfs-recovery HTTP/1.1" 200 5563 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36"
45.77.96.73 - - [20/Nov/2024:00:49:30 +0000] "HEAD /faq HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
45.77.96.73 - - [20/Nov/2024:00:49:31 +0000] "HEAD /faq HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
45.77.96.73 - - [20/Nov/2024:00:49:31 +0000] "HEAD /faq HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
45.77.96.73 - - [20/Nov/2024:00:49:31 +0000] "HEAD /faq HTTP/1.1" 200 943 "-" "Java/1.8.0_332"
